,projectname,packagename,classname
4253,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.Variable
4254,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.BSHEnhancedForStatement
4255,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.BlockNameSpace
4256,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.BSHThrowStatement
4257,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.ClassGeneratorUtil
4258,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.Types
4259,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.BSHArrayInitializer
4260,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.BSHMethodDeclaration
4261,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.UtilTargetError
4262,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.This
4263,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.BshMethod
4264,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.ParserTokenManager
4265,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.StringUtil
4266,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.BSHAssignment
4267,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.Interpreter
4268,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.Modifiers
4269,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.TargetError
4270,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.ConsoleInterface
4271,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.Name
4272,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.NameSpace
4273,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.BSHCastExpression
4274,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.BSHWhileStatement
4275,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.EvalError
4276,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.BSHPrimitiveType
4277,jedit,org.gjt.sp.jedit.bsh,org.gjt.sp.jedit.bsh.ClassGenerator
4278,jedit,org.gjt.sp.jedit.bsh.classpath,org.gjt.sp.jedit.bsh.classpath.BshClassPath
4279,jedit,org.gjt.sp.jedit.bsh.classpath,org.gjt.sp.jedit.bsh.classpath.BshClassLoader
4280,jedit,org.gjt.sp.jedit.bsh.classpath,org.gjt.sp.jedit.bsh.classpath.ClassManagerImpl
4281,jedit,org.gjt.sp.jedit.bsh.classpath,org.gjt.sp.jedit.bsh.classpath.DiscreteFilesClassLoader
4282,jedit,org.gjt.sp.jedit.bsh.classpath,org.gjt.sp.jedit.bsh.classpath.ClassPathListener
4283,jedit,org.gjt.sp.jedit.bsh.collection,org.gjt.sp.jedit.bsh.collection.CollectionManagerImpl
4284,jedit,org.gjt.sp.jedit.bsh.collection,org.gjt.sp.jedit.bsh.collection.CollectionIterator
4285,jedit,org.gjt.sp.jedit.bsh.commands,org.gjt.sp.jedit.bsh.commands.dir
4286,jedit,org.gjt.sp.jedit.bsh.org.objectweb.asm,org.gjt.sp.jedit.bsh.org.objectweb.asm.ClassVisitor
4287,jedit,org.gjt.sp.jedit.bsh.org.objectweb.asm,org.gjt.sp.jedit.bsh.org.objectweb.asm.CodeVisitor
4288,jedit,org.gjt.sp.jedit.bsh.org.objectweb.asm,org.gjt.sp.jedit.bsh.org.objectweb.asm.ByteVector
4289,jedit,org.gjt.sp.jedit.bsh.org.objectweb.asm,org.gjt.sp.jedit.bsh.org.objectweb.asm.Item
4290,jedit,org.gjt.sp.jedit.bsh.org.objectweb.asm,org.gjt.sp.jedit.bsh.org.objectweb.asm.Edge
4291,jedit,org.gjt.sp.jedit.bsh.org.objectweb.asm,org.gjt.sp.jedit.bsh.org.objectweb.asm.Label
4292,jedit,org.gjt.sp.jedit.bsh.org.objectweb.asm,org.gjt.sp.jedit.bsh.org.objectweb.asm.Type
4293,jedit,org.gjt.sp.jedit.bsh.org.objectweb.asm,org.gjt.sp.jedit.bsh.org.objectweb.asm.CodeWriter
4294,jedit,org.gjt.sp.jedit.bsh.org.objectweb.asm,org.gjt.sp.jedit.bsh.org.objectweb.asm.Constants
4295,jedit,org.gjt.sp.jedit.bsh.org.objectweb.asm,org.gjt.sp.jedit.bsh.org.objectweb.asm.ClassWriter
4296,jedit,org.gjt.sp.jedit.bsh.reflect,org.gjt.sp.jedit.bsh.reflect.ReflectManagerImpl
4297,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.BufferListener
4298,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.ContentManager
4299,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.BufferSegment
4300,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.FoldHandlerProvider
4301,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.JEditBuffer
4302,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.BufferUndoListener
4303,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.DummyFoldHandler
4304,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.FoldHandler
4305,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.LineManager
4306,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.DefaultFoldHandlerProvider
4307,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.IndentFoldHandler
4308,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.PositionManager
4309,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.BufferAdapter
4310,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.KillRing
4311,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.ExplicitFoldHandler
4312,jedit,org.gjt.sp.jedit.buffer,org.gjt.sp.jedit.buffer.UndoManager
4313,jedit,org.gjt.sp.jedit.bufferio,org.gjt.sp.jedit.bufferio.MarkersSaveRequest
4314,jedit,org.gjt.sp.jedit.bufferio,org.gjt.sp.jedit.bufferio.BufferIORequest
4315,jedit,org.gjt.sp.jedit.bufferio,org.gjt.sp.jedit.bufferio.BufferLoadRequest
4316,jedit,org.gjt.sp.jedit.bufferio,org.gjt.sp.jedit.bufferio.BufferSaveRequest
4317,jedit,org.gjt.sp.jedit.bufferio,org.gjt.sp.jedit.bufferio.BufferAutosaveRequest
4318,jedit,org.gjt.sp.jedit.bufferio,org.gjt.sp.jedit.bufferio.IoTask
4319,jedit,org.gjt.sp.jedit.bufferio,org.gjt.sp.jedit.bufferio.BufferInsertRequest
4320,jedit,org.gjt.sp.jedit.bufferset,org.gjt.sp.jedit.bufferset.BufferSet
4321,jedit,org.gjt.sp.jedit.bufferset,org.gjt.sp.jedit.bufferset.BufferSetListener
4322,jedit,org.gjt.sp.jedit.bufferset,org.gjt.sp.jedit.bufferset.BufferSetManager
4323,jedit,org.gjt.sp.jedit.bufferset,org.gjt.sp.jedit.bufferset.BufferSetAdapter
4324,jedit,org.gjt.sp.jedit.datatransfer,org.gjt.sp.jedit.datatransfer.RichJEditTextTransferableService
4325,jedit,org.gjt.sp.jedit.datatransfer,org.gjt.sp.jedit.datatransfer.TransferHandler
4326,jedit,org.gjt.sp.jedit.datatransfer,org.gjt.sp.jedit.datatransfer.ListVFSFileTransferable
4327,jedit,org.gjt.sp.jedit.datatransfer,org.gjt.sp.jedit.datatransfer.JEditRichText
4328,jedit,org.gjt.sp.jedit.datatransfer,org.gjt.sp.jedit.datatransfer.JEditTransferable
4329,jedit,org.gjt.sp.jedit.datatransfer,org.gjt.sp.jedit.datatransfer.JEditDataFlavor
4330,jedit,org.gjt.sp.jedit.datatransfer,org.gjt.sp.jedit.datatransfer.JEditTransferableService
4331,jedit,org.gjt.sp.jedit.datatransfer,org.gjt.sp.jedit.datatransfer.StringTransferableService
4332,jedit,org.gjt.sp.jedit.datatransfer,org.gjt.sp.jedit.datatransfer.RichTextTransferable
4333,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.ExtendedGridLayout
4334,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.FilteredListModel
4335,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.AbstractContextOptionPane
4336,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.SelectLineRange
4337,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.EditAbbrevDialog
4338,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.FilteredTableModel
4339,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.JCheckBoxList
4340,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.PingPongList
4341,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.TaskMonitor
4342,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.InputHandler
4343,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.HistoryModel
4344,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.CompletionPopup
4345,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.MarkerViewer
4346,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.FloatingWindowContainer
4347,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.BufferSwitcher
4348,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.ContextAddDialog
4349,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.OptionsDialog
4350,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.DockableLayout
4351,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.StyleEditor
4352,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.DockableWindow
4353,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.DockableWindowManagerImpl
4354,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.HistoryTextArea
4355,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.HistoryText
4356,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.GrabKeyDialog
4357,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.DockableWindowContainer
4358,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.EnhancedDialog
4359,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.KeyEventWorkaround
4360,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.CloseDialog
4361,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.StatusBar
4362,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.ErrorListDialog
4363,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.ExtendedGridLayoutConstraints
4364,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.CompleteWord
4365,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.ListModelEditor
4366,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.BufferOptions
4367,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.EnhancedButton
4368,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.DockablePanel
4369,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.FontSelectorDialog
4370,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.LogViewer
4371,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.PasteSpecialDialog
4372,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.AddAbbrevDialog
4373,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.RolloverButton
4374,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.AbbrevEditor
4375,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.HistoryModelSaver
4376,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.RegisterViewer
4377,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.JEditHistoryModelSaver
4378,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.ActionBar
4379,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.TipOfTheDay
4380,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.DockingLayoutManager
4381,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.FilesChangedDialog
4382,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.PasteFromListDialog
4383,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.FilePropertiesDialog
4384,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.FontSelector
4385,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.NumericTextField
4386,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.PanelWindowContainer
4387,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.ShortcutPrefixActiveEvent
4388,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.SplashScreen
4389,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.DefaultInputHandler
4390,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.ToolBarManager
4391,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.AboutDialog
4392,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.DockableWindowManagerProvider
4393,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.ColorWellButton
4394,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.KeyEventTranslator
4395,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.DockingFrameworkProvider
4396,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.BeanShellErrorDialog
4397,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.HistoryTextField
4398,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.MutableListModel
4399,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.VariableGridLayout
4400,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.DockableWindowManager
4401,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.AnimatedIcon
4402,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.DynamicContextMenuService
4403,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.TextAreaDialog
4404,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.DefaultFocusComponent
4405,jedit,org.gjt.sp.jedit.gui,org.gjt.sp.jedit.gui.DockableWindowFactory
4406,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.IndentWidgetFactory
4407,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.Widget
4408,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.ModeWidgetFactory
4409,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.OverwriteWidgetFactory
4410,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.LastModifiedWidgetFactory
4411,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.StatusWidgetFactory
4412,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.WrapWidgetFactory
4413,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.EncodingWidgetFactory
4414,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.LineSepWidgetFactory
4415,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.BufferSetWidgetFactory
4416,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.TaskMonitorWidgetFactory
4417,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.ClockWidgetFactory
4418,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.MultiSelectWidgetFactory
4419,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.RectSelectWidgetFactory
4420,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.SelectionLengthWidgetFactory
4421,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.FoldWidgetFactory
4422,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.ErrorsWidgetFactory
4423,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.MemoryStatusWidgetFactory
4424,jedit,org.gjt.sp.jedit.gui.statusbar,org.gjt.sp.jedit.gui.statusbar.ToolTipLabel
4425,jedit,org.gjt.sp.jedit.gui.tray,org.gjt.sp.jedit.gui.tray.JTrayIconManager
4426,jedit,org.gjt.sp.jedit.gui.tray,org.gjt.sp.jedit.gui.tray.JEditTrayIcon
4427,jedit,org.gjt.sp.jedit.gui.tray,org.gjt.sp.jedit.gui.tray.JEditSwingTrayIcon
4428,jedit,org.gjt.sp.jedit.gui.tray,org.gjt.sp.jedit.gui.tray.JTrayIcon
4429,jedit,org.gjt.sp.jedit.help,org.gjt.sp.jedit.help.HelpTOCPanel
4430,jedit,org.gjt.sp.jedit.help,org.gjt.sp.jedit.help.HelpViewer
4431,jedit,org.gjt.sp.jedit.help,org.gjt.sp.jedit.help.HistoryButton
4432,jedit,org.gjt.sp.jedit.help,org.gjt.sp.jedit.help.HelpViewerInterface
4433,jedit,org.gjt.sp.jedit.help,org.gjt.sp.jedit.help.HelpHistoryModelListener
4434,jedit,org.gjt.sp.jedit.help,org.gjt.sp.jedit.help.HelpIndex
4435,jedit,org.gjt.sp.jedit.help,org.gjt.sp.jedit.help.HelpSearchPanel
4436,jedit,org.gjt.sp.jedit.help,org.gjt.sp.jedit.help.HelpHistoryModel
4437,jedit,org.gjt.sp.jedit.indent,org.gjt.sp.jedit.indent.IndentAction
4438,jedit,org.gjt.sp.jedit.indent,org.gjt.sp.jedit.indent.CloseBracketIndentRule
4439,jedit,org.gjt.sp.jedit.indent,org.gjt.sp.jedit.indent.IndentRuleFactory
4440,jedit,org.gjt.sp.jedit.indent,org.gjt.sp.jedit.indent.DeepIndentRule
4441,jedit,org.gjt.sp.jedit.indent,org.gjt.sp.jedit.indent.BracketIndentRule
4442,jedit,org.gjt.sp.jedit.indent,org.gjt.sp.jedit.indent.RegexpIndentRule
4443,jedit,org.gjt.sp.jedit.indent,org.gjt.sp.jedit.indent.WhitespaceRule
4444,jedit,org.gjt.sp.jedit.indent,org.gjt.sp.jedit.indent.IndentRule
4445,jedit,org.gjt.sp.jedit.indent,org.gjt.sp.jedit.indent.OpenBracketIndentRule
4446,jedit,org.gjt.sp.jedit.input,org.gjt.sp.jedit.input.AbstractInputHandler
4447,jedit,org.gjt.sp.jedit.input,org.gjt.sp.jedit.input.TextAreaInputHandler
4448,jedit,org.gjt.sp.jedit.input,org.gjt.sp.jedit.input.DefaultInputHandlerProvider
4449,jedit,org.gjt.sp.jedit.input,org.gjt.sp.jedit.input.InputHandlerProvider
4450,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.UrlVFS
4451,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.VFSFileFilter
4452,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.EncodingWithBOM
4453,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.CopyFileWorker
4454,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.EncodingDetector
4455,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.VFSFile
4456,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.RegexEncodingDetector
4457,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.EncodingServer
4458,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.FileRootsVFS
4459,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.FavoritesVFS
4460,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.XMLEncodingDetector
4461,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.VFS
4462,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.VFSManager
4463,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.Encoding
4464,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.FileVFS
4465,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.GlobVFSFileFilter
4466,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.AutoDetection
4467,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.CharsetEncoding
4468,jedit,org.gjt.sp.jedit.io,org.gjt.sp.jedit.io.LocalFileSaveTask
4469,jedit,org.gjt.sp.jedit.menu,org.gjt.sp.jedit.menu.MenuItemTextComparator
4470,jedit,org.gjt.sp.jedit.menu,org.gjt.sp.jedit.menu.RecentFilesProvider
4471,jedit,org.gjt.sp.jedit.menu,org.gjt.sp.jedit.menu.EnhancedCheckBoxMenuItem
4472,jedit,org.gjt.sp.jedit.menu,org.gjt.sp.jedit.menu.DirectoryProvider
4473,jedit,org.gjt.sp.jedit.menu,org.gjt.sp.jedit.menu.RecentDirectoriesProvider
4474,jedit,org.gjt.sp.jedit.menu,org.gjt.sp.jedit.menu.EnhancedMenuItem
4475,jedit,org.gjt.sp.jedit.menu,org.gjt.sp.jedit.menu.MacrosProvider
4476,jedit,org.gjt.sp.jedit.menu,org.gjt.sp.jedit.menu.DynamicMenuProvider
4477,jedit,org.gjt.sp.jedit.menu,org.gjt.sp.jedit.menu.EnhancedMenu
4478,jedit,org.gjt.sp.jedit.menu,org.gjt.sp.jedit.menu.MarkersProvider
4479,jedit,org.gjt.sp.jedit.menu,org.gjt.sp.jedit.menu.PluginsProvider
4480,jedit,org.gjt.sp.jedit.menu,org.gjt.sp.jedit.menu.FavoritesProvider
4481,jedit,org.gjt.sp.jedit.menu,org.gjt.sp.jedit.menu.ReloadWithEncodingProvider
4482,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.EditorStarted
4483,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.EditorExitRequested
4484,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.PositionChanging
4485,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.PropertiesChanging
4486,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.RegisterChanged
4487,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.ViewUpdate
4488,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.BufferChanging
4489,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.EditPaneUpdate
4490,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.EditorExiting
4491,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.PluginUpdate
4492,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.VFSPathSelected
4493,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.BufferUpdate
4494,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.SearchSettingsChanged
4495,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.VFSUpdate
4496,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.DynamicMenuChanged
4497,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.DockableWindowUpdate
4498,jedit,org.gjt.sp.jedit.msg,org.gjt.sp.jedit.msg.PropertiesChanged
4499,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.DockingOptionPane
4500,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.GutterOptionPane
4501,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.BrowserContextOptionPane
4502,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.BufferOptionPane
4503,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.ToolBarOptionPane
4504,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.ContextOptionPane
4505,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.IntegerInputVerifier
4506,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.ViewOptionPane
4507,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.EncodingsOptionPane
4508,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.SyntaxHiliteOptionPane
4509,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.IconTheme
4510,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.StatusBarOptionPane
4511,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.AbbrevsOptionPane
4512,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.AppearanceOptionPane
4513,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.BrowserOptionPane
4514,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.GeneralOptionPane
4515,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.GlobalOptions
4516,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.PluginManagerOptionPane
4517,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.BrowserColorsOptionPane
4518,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.EditingOptionPane
4519,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.FirewallOptionPane
4520,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.PluginOptions
4521,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.SaveBackupOptionPane
4522,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.ShortcutsOptionPane
4523,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.PrintOptionPane
4524,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.TextAreaOptionPane
4525,jedit,org.gjt.sp.jedit.options,org.gjt.sp.jedit.options.MouseOptionPane
4526,jedit,org.gjt.sp.jedit.pluginmgr,org.gjt.sp.jedit.pluginmgr.PluginManagerProgress
4527,jedit,org.gjt.sp.jedit.pluginmgr,org.gjt.sp.jedit.pluginmgr.InstallPanel
4528,jedit,org.gjt.sp.jedit.pluginmgr,org.gjt.sp.jedit.pluginmgr.Roster
4529,jedit,org.gjt.sp.jedit.pluginmgr,org.gjt.sp.jedit.pluginmgr.PluginListHandler
4530,jedit,org.gjt.sp.jedit.pluginmgr,org.gjt.sp.jedit.pluginmgr.PluginManager
